Sample_name	ENA_Accession	Lane	Barcode	Primer_code	ASV_table	Tagging_primers1	Tagging_primers2	Tagging_primers3	Abbreviated_description	Long_description	custom_scripts_ID
R168L2BC75_V4GI502	ERS4560654	L2	BC75	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	plasmid_7_og	Original Pooled Libraries: Synethetic Equimolar Plasmid Template, 7 tagging cycles and 25 PCR cycles	plasmid_7_L2
R168L2BC76_V4	ERS4560655	L2	BC76	V4	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	NA	NA	16S_wild_8_og	Original Pooled Libraries: Pooled wild A. thaliana leaf, 16S rDNA primers only, 8 tagging cycles and 24 PCR cycles	16S_wild_8_L2
R168L2BC77_V4GI502	ERS4560656	L2	BC77	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	hmPCR_wild_8_og	Original Pooled Libraries: Pooled wild A. thaliana leaf, 8 tagging cycles and 24 PCR cycles	hmPCR_wild_8_L2
R168L2BC78_V4GI502	ERS4560657	L2	BC78	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	plasmid_8_og	Original Pooled Libraries: Synethetic Equimolar Plasmid Template, 8 tagging cycles and 24 PCR cycles	plasmid_8_L2
R168L2BC79_V4	ERS4560658	L2	BC79	V4	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	NA	NA	16S_wild_9_og	Original Pooled Libraries: Pooled wild A. thaliana leaf, 16S rDNA primers only, 9 tagging cycles and 23 PCR cycles	16S_wild_9_L2
R168L2BC80_V4GI502	ERS4560659	L2	BC80	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	hmPCR_wild_9_og	Original Pooled Libraries: Pooled wild A. thaliana leaf, 9 tagging cycles and 23 PCR cycles	hmPCR_wild_9_L2
R168L2BC81_V4GI502	ERS4560660	L2	BC81	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_E100_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, pure E.coli	TitRep4_E100_L2
R168L2BC82_V4GI502	ERS4560661	L2	BC82	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_M100_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, mixed bacteria	TitRep4_M100_L2
R168L2BC83_V4GI502	ERS4560662	L2	BC83	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_24_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 76% plant 24% mixed bacteria	TitRep4_24_L2
R168L2BC84_V4GI502	ERS4560663	L2	BC84	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_20_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 80% plant 20% mixed bacteria	TitRep4_20_L2
R168L2BC85_V4GI502	ERS4560664	L2	BC85	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_16_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 84% plant 16% mixed bacteria	TitRep4_16_L2
R168L2BC86_V4GI502	ERS4560665	L2	BC86	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_8_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 92% plant 8% mixed bacteria	TitRep4_8_L2
R168L2BC87_V4GI502	ERS4560666	L2	BC87	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_4_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 96% plant 4% mixed bacteria	TitRep4_4_L2
R168L2BC88_V4GI502	ERS4560667	L2	BC88	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_2_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 98% plant 2% mixed bacteria	TitRep4_2_L2
R168L2BC89_V4GI502	ERS4560668	L2	BC89	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_1_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 99% plant 1% mixed bacteria	TitRep4_1_L2
R168L2BC90_V4GI502	ERS4560669	L2	BC90	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_0.5_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 99.5% plant 0.5% mixed bacteria	TitRep4_0.5_L2
R168L2BC91_V4GI502	ERS4560670	L2	BC91	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_0.25_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 99.75% plant 0.25% mixed bacteria	TitRep4_0.25_L2
R168L2BC92_V4GI502	ERS4560671	L2	BC92	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_0_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 100% plant, 0% mixed bacteria	TitRep4_0_L2
R168L2BC93_V4GI502	ERS4560672	L2	BC93	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_0noPNA_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, 100% plant, 0% mixed bacteria, amplified without PNAs	TitRep4_0noPNA_L2
R168L2BC94_V4GI502	ERS4560673	L2	BC94	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	STP_Rep4_blank_og	Original Pooled Libraries: Synthetic Titration Panel Replicate 4, water blank	TitRep4_blank_L2
R168L2BC96_V4GI502	ERS4560674	L2	BC96	V4GI502	R168_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	plasmid_10_og	Original Pooled Libraries: Synethetic Equimolar Plasmid Template, 10 tagging cycles and 22 PCR cycles	plasmid_10_L2
R175L1BC1_V4GI502actin	ERS4560675	L1	BC1	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_hpa1_dc.1	Col-0 accession co-infected with Hpa and Pto DC3000, Replicate 1	S1xV4GI502actinxCol_hpa1_dc
R175L1BC2_V4GI502actin	ERS4560676	L1	BC2	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_hpa1_dc.2	Col-0 accession co-infected with Hpa and Pto DC3000, Replicate 2	S2xV4GI502actinxCol_hpa1_dc
R175L1BC3_V4GI502actin	ERS4560677	L1	BC3	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_hpa1_dc.3	Col-0 accession co-infected with Hpa and Pto DC3000, Replicate 3	S3xV4GI502actinxCol_hpa1_dc
R175L1BC4_V4GI502actin	ERS4560678	L1	BC4	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_hpa1_dc.4	Col-0 accession co-infected with Hpa and Pto DC3000, Replicate 4	S4xV4GI502actinxCol_hpa1_dc
R175L1BC5_V4GI502actin	ERS4560679	L1	BC5	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_hpa1_dc.1	eds1-2 mutant co-infected with Hpa and Pto DC3000, Replicate 1	S5xV4GI502actinxeds1_hpa1_dc
R175L1BC6_V4GI502actin	ERS4560680	L1	BC6	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_hpa1_dc.2	eds1-2 mutant co-infected with Hpa and Pto DC3000, Replicate 2	S6xV4GI502actinxeds1_hpa1_dc
R175L1BC7_V4GI502actin	ERS4560681	L1	BC7	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_hpa1_dc.3	eds1-2 mutant co-infected with Hpa and Pto DC3000, Replicate 3	S7xV4GI502actinxeds1_hpa1_dc
R175L1BC8_V4GI502actin	ERS4560682	L1	BC8	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_hpa1_dc.4	eds1-2 mutant co-infected with Hpa and Pto DC3000, Replicate 4	S8xV4GI502actinxeds1_hpa1_dc
R175L1BC9_V4GI502actin	ERS4560683	L1	BC9	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_hpa1_mg.1	Col-0 accession infected with Hpa, Replicate 1	S9xV4GI502actinxCol_hpa1_mg
R175L1BC10_V4GI502actin	ERS4560684	L1	BC10	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_hpa1_mg.2	Col-0 accession infected with Hpa, Replicate 2	S10xV4GI502actinxCol_hpa1_mg
R175L1BC11_V4GI502actin	ERS4560685	L1	BC11	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_hpa1_mg.3	Col-0 accession infected with Hpa, Replicate 3	S11xV4GI502actinxCol_hpa1_mg
R175L1BC12_V4GI502actin	ERS4560686	L1	BC12	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_hpa1_mg.4	Col-0 accession infected with Hpa, Replicate 4	S12xV4GI502actinxCol_hpa1_mg
R175L1BC13_V4GI502actin	ERS4560687	L1	BC13	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_hpa1_mg.1	eds1-2 mutant infected with Hpa, Replicate 1	S13xV4GI502actinxeds1_hpa1_mg
R175L1BC14_V4GI502actin	ERS4560688	L1	BC14	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_hpa1_mg.2	eds1-2 mutant infected with Hpa, Replicate 2	S14xV4GI502actinxeds1_hpa1_mg
R175L1BC15_V4GI502actin	ERS4560689	L1	BC15	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_hpa1_mg.3	eds1-2 mutant infected with Hpa, Replicate 3	S15xV4GI502actinxeds1_hpa1_mg
R175L1BC16_V4GI502actin	ERS4560690	L1	BC16	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_hpa1_mg.4	eds1-2 mutant infected with Hpa, Replicate 4	S16xV4GI502actinxeds1_hpa1_mg
R175L1BC17_V4GI502actin	ERS4560691	L1	BC17	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_mg_mg.1	Col-0 accession buffer treated, Replicate 1	S17xV4GI502actinxCol_mg_mg
R175L1BC18_V4GI502actin	ERS4560692	L1	BC18	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_mg_mg.2	Col-0 accession buffer treated, Replicate 2	S18xV4GI502actinxCol_mg_mg
R175L1BC19_V4GI502actin	ERS4560693	L1	BC19	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_mg_mg.3	Col-0 accession buffer treated, Replicate 3	S19xV4GI502actinxCol_mg_mg
R175L1BC20_V4GI502actin	ERS4560694	L1	BC20	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	Col_mg_mg.4	Col-0 accession buffer treated, Replicate 4	S20xV4GI502actinxCol_mg_mg
R175L1BC21_V4GI502actin	ERS4560695	L1	BC21	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_mg_mg.1	eds1-2 mutant buffer treated, Replicate 1	S21xV4GI502actinxeds1_mg_mg
R175L1BC22_V4GI502actin	ERS4560696	L1	BC22	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_mg_mg.2	eds1-2 mutant buffer treated, Replicate 2	S22xV4GI502actinxeds1_mg_mg
R175L1BC23_V4GI502actin	ERS4560697	L1	BC23	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_mg_mg.3	eds1-2 mutant buffer treated, Replicate 3	S23xV4GI502actinxeds1_mg_mg
R175L1BC24_V4GI502actin	ERS4560698	L1	BC24	V4GI502actin	R175L1_zOtutab	515_F1_G-46603; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	Ha.Actin_F1_G-46716; Ha.Actin_R1_G-46717	eds1_mg_mg.4	eds1-2 mutant buffer treated, Replicate 4	S24xV4GI502actinxeds1_mg_mg
R175L1BC1_V5V6V7GI466	ERS4560699	L1	BC1	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S176.1	wild A. thaliana sample "S176" with V5V6V7 16S rDNA primers, Replicate 1	S1xV5V6V7GI466xmeta_S80
R175L1BC2_V5V6V7GI466	ERS4560700	L1	BC2	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S159.1	wild A. thaliana sample "S159" with V5V6V7 16S rDNA primers, Replicate 1	S2xV5V6V7GI466xmeta_S63
R175L1BC3_V5V6V7GI466	ERS4560701	L1	BC3	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S167.1	wild A. thaliana sample "S167" with V5V6V7 16S rDNA primers, Replicate 1	S3xV5V6V7GI466xmeta_S71
R175L1BC4_V5V6V7GI466	ERS4560702	L1	BC4	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S132.1	wild A. thaliana sample "S132" with V5V6V7 16S rDNA primers, Replicate 1	S4xV5V6V7GI466xmeta_S36
R175L1BC5_V5V6V7GI466	ERS4560703	L1	BC5	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S179.1	wild A. thaliana sample "S179" with V5V6V7 16S rDNA primers, Replicate 1	S5xV5V6V7GI466xmeta_S83
R175L1BC6_V5V6V7GI466	ERS4560704	L1	BC6	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S157.1	wild A. thaliana sample "S157" with V5V6V7 16S rDNA primers, Replicate 1	S6xV5V6V7GI466xmeta_S61
R175L1BC7_V5V6V7GI466	ERS4560705	L1	BC7	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S19.1	wild A. thaliana sample "S19" with V5V6V7 16S rDNA primers, Replicate 1	S7xV5V6V7GI466xmeta_S19
R175L1BC8_V5V6V7GI466	ERS4560706	L1	BC8	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S15.1	wild A. thaliana sample "S15" with V5V6V7 16S rDNA primers, Replicate 1	S8xV5V6V7GI466xmeta_S15
R175L1BC9_V5V6V7GI466	ERS4560707	L1	BC9	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S176.2	wild A. thaliana sample "S176" with V5V6V7 16S rDNA primers, Replicate 2	S9xV5V6V7GI466xmeta_S80
R175L1BC10_V5V6V7GI466	ERS4560708	L1	BC10	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S159.2	wild A. thaliana sample "S159" with V5V6V7 16S rDNA primers, Replicate 2	S10xV5V6V7GI466xmeta_S63
R175L1BC11_V5V6V7GI466	ERS4560709	L1	BC11	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S167.2	wild A. thaliana sample "S167" with V5V6V7 16S rDNA primers, Replicate 2	S11xV5V6V7GI466xmeta_S71
R175L1BC12_V5V6V7GI466	ERS4560710	L1	BC12	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S132.2	wild A. thaliana sample "S132" with V5V6V7 16S rDNA primers, Replicate 2	S12xV5V6V7GI466xmeta_S36
R175L1BC13_V5V6V7GI466	ERS4560711	L1	BC13	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S179.2	wild A. thaliana sample "S179" with V5V6V7 16S rDNA primers, Replicate 2	S13xV5V6V7GI466xmeta_S83
R175L1BC14_V5V6V7GI466	ERS4560712	L1	BC14	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S157.2	wild A. thaliana sample "S157" with V5V6V7 16S rDNA primers, Replicate 2	S14xV5V6V7GI466xmeta_S61
R175L1BC15_V5V6V7GI466	ERS4560713	L1	BC15	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S19.2	wild A. thaliana sample "S19" with V5V6V7 16S rDNA primers, Replicate 2	S15xV5V6V7GI466xmeta_S19
R175L1BC16_V5V6V7GI466	ERS4560714	L1	BC16	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S15.2	wild A. thaliana sample "S15" with V5V6V7 16S rDNA primers, Replicate 2	S16xV5V6V7GI466xmeta_S15
R175L1BC17_V5V6V7GI466	ERS4560715	L1	BC17	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S176.3	wild A. thaliana sample "S176" with V5V6V7 16S rDNA primers, Replicate 3	S17xV5V6V7GI466xmeta_S80
R175L1BC18_V5V6V7GI466	ERS4560716	L1	BC18	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S159.3	wild A. thaliana sample "S159" with V5V6V7 16S rDNA primers, Replicate 3	S18xV5V6V7GI466xmeta_S63
R175L1BC19_V5V6V7GI466	ERS4560717	L1	BC19	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S167.3	wild A. thaliana sample "S167" with V5V6V7 16S rDNA primers, Replicate 3	S19xV5V6V7GI466xmeta_S71
R175L1BC20_V5V6V7GI466	ERS4560718	L1	BC20	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S132.3	wild A. thaliana sample "S132" with V5V6V7 16S rDNA primers, Replicate 3	S20xV5V6V7GI466xmeta_S36
R175L1BC21_V5V6V7GI466	ERS4560719	L1	BC21	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S179.3	wild A. thaliana sample "S179" with V5V6V7 16S rDNA primers, Replicate 3	S21xV5V6V7GI466xmeta_S83
R175L1BC22_V5V6V7GI466	ERS4560720	L1	BC22	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S157.3	wild A. thaliana sample "S157" with V5V6V7 16S rDNA primers, Replicate 3	S22xV5V6V7GI466xmeta_S61
R175L1BC23_V5V6V7GI466	ERS4560721	L1	BC23	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S19.3	wild A. thaliana sample "S19" with V5V6V7 16S rDNA primers, Replicate 3	S23xV5V6V7GI466xmeta_S19
R175L1BC24_V5V6V7GI466	ERS4560722	L1	BC24	V5V6V7GI466	R175L1_zOtutab	799_F1_G-46628; 1193_R1_G-46629	At.GI_F1_G-46602; At.GI_R466bp_G-46652	NA	V5V6V7_meta_S15.3	wild A. thaliana sample "S15" with V5V6V7 16S rDNA primers, Replicate 3	S24xV5V6V7GI466xmeta_S15
R175L1BC25_V3V4GI502	ERS4560723	L1	BC25	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S176.1	wild A. thaliana sample "S176" with V3V4 16S rDNA primers, Replicate 1	S25xV3V4GI502xmeta_S80
R175L1BC26_V3V4GI502	ERS4560724	L1	BC26	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S159.1	wild A. thaliana sample "S159" with V3V4 16S rDNA primers, Replicate 1	S26xV3V4GI502xmeta_S63
R175L1BC27_V3V4GI502	ERS4560725	L1	BC27	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S167.1	wild A. thaliana sample "S167" with V3V4 16S rDNA primers, Replicate 1	S27xV3V4GI502xmeta_S71
R175L1BC28_V3V4GI502	ERS4560726	L1	BC28	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S132.1	wild A. thaliana sample "S132" with V3V4 16S rDNA primers, Replicate 1	S28xV3V4GI502xmeta_S36
R175L1BC29_V3V4GI502	ERS4560727	L1	BC29	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S179.1	wild A. thaliana sample "S179" with V3V4 16S rDNA primers, Replicate 1	S29xV3V4GI502xmeta_S83
R175L1BC30_V3V4GI502	ERS4560728	L1	BC30	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S157.1	wild A. thaliana sample "S157" with V3V4 16S rDNA primers, Replicate 1	S30xV3V4GI502xmeta_S61
R175L1BC31_V3V4GI502	ERS4560729	L1	BC31	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S19.1	wild A. thaliana sample "S19" with V3V4 16S rDNA primers, Replicate 1	S31xV3V4GI502xmeta_S19
R175L1BC32_V3V4GI502	ERS4560730	L1	BC32	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S15.1	wild A. thaliana sample "S15" with V3V4 16S rDNA primers, Replicate 1	S32xV3V4GI502xmeta_S15
R175L1BC33_V3V4GI502	ERS4560731	L1	BC33	V3V4GI502	R175L1_zOtutab	341_F1_G-46605; 799_R1_G-46601	At.GI_F1_G-46602; At.GI_R502bp_G-46614	NA	V3V4_meta_S176.2	wild A. thaliana sample "S176" with V3V4 16S rDNA primers, Replicate 2	S33xV3V4GI502xmeta_S80
